"Laikotarpis","Rodiklis","Pajamų, sąnaudų, pelno sudedamosios dalys","Ekonominės veiklos rūšis (EVRK 2 red., 2 ženklų lygiu)","Matavimo vienetai","Reikšmė"
"2014K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","4179667"
"2014K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","4640605"
"2014K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","4703322"
"2014K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","4650892"
"2015K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","4071538"
"2015K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","4640355"
"2015K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","4474998"
"2015K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","4385037"
"2016K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","3831782"
"2016K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","4268986"
"2016K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","4398001"
"2016K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","4647028"
"2017K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","4568361"
"2017K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","4938383"
"2017K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","4994375"
"2017K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","5372945"
"2018K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","4964557"
"2018K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","5316988"
"2018K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","5673230"
"2018K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","5824194"
"2019K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","5272115"
"2019K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","5815459"
"2019K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","5798664"
"2019K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","5804425"
"2020K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Apdirbamoji gamyba","tūkst. EUR","5387145"
"2007K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","650387"
"2007K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","394072"
"2007K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","385916"
"2007K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","646586"
"2008K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","790038"
"2008K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","529776"
"2008K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","616371"
"2008K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","816617"
"2009K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","940569"
"2009K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","549606"
"2009K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","468277"
"2009K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","771220"
"2010K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","942408"
"2010K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","477852"
"2010K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","464347"
"2010K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","828907"
"2011K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","833512"
"2011K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","523118"
"2011K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","506315"
"2011K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","802941"
"2012K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","1101414"
"2012K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","627496"
"2012K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","717466"
"2012K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","968305"
"2013K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","1132394"
"2013K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","627681"
"2013K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","640949"
"2013K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","793902"
"2014K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","833705"
"2014K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","519928"
"2014K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","570873"
"2014K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","761244"
"2015K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","738086"
"2015K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","473223"
"2015K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","436662"
"2015K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","656242"
"2016K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","734828"
"2016K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","463233"
"2016K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","424780"
"2016K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","662411"
"2017K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","703889"
"2017K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","469461"
"2017K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","466514"
"2017K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","635522"
"2018K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","738319"
"2018K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","484046"
"2018K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","493696"
"2018K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","803306"
"2019K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","846370"
"2019K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","555218"
"2019K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","526461"
"2019K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","713945"
"2020K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Elektros, dujų, garo tiekimas ir oro kondicionavimas","tūkst. EUR","691597"
"2007K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","83351"
"2007K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","98029"
"2007K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","88103"
"2007K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","99543"
"2008K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","95831"
"2008K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","113912"
"2008K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","123347"
"2008K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","95324"
"2009K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","76094"
"2009K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","77703"
"2009K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","81635"
"2009K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","89591"
"2010K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","80923"
"2010K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","103053"
"2010K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","101210"
"2010K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","101622"
"2011K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","111027"
"2011K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","116897"
"2011K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","117026"
"2011K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","113651"
"2012K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","110111"
"2012K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","122727"
"2012K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","111945"
"2012K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","114484"
"2013K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","117722"
"2013K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","115427"
"2013K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","126028"
"2013K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","125634"
"2014K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","138914"
"2014K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","127600"
"2014K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","132833"
"2014K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","138463"
"2015K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","127176"
"2015K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","132979"
"2015K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","121731"
"2015K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","132571"
"2016K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","122156"
"2016K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","135066"
"2016K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","142994"
"2016K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","154044"
"2017K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","137631"
"2017K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","140217"
"2017K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","137507"
"2017K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","157117"
"2018K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","173363"
"2018K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","186247"
"2018K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","180710"
"2018K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","180098"
"2019K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","138564"
"2019K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","162391"
"2019K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","165728"
"2019K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","177580"
"2020K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","175077"
"2007K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","793229"
"2007K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","1283437"
"2007K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","1461954"
"2007K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","1575197"
"2008K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","1114660"
"2008K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","1573331"
"2008K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","1748446"
"2008K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","1418933"
"2009K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","543162"
"2009K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","658247"
"2009K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","717284"
"2009K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","536392"
"2010K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","289646"
"2010K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","589505"
"2010K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","810247"
"2010K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","817453"
"2011K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","436079"
"2011K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","729256"
"2011K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","918831"
"2011K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","929302"
"2012K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","490093"
"2012K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","808248"
"2012K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","949294"
"2012K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","985147"
"2013K1","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","479639"
"2013K2","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","843152"
"2013K3","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","1118500"
"2013K4","Įmonių pajamos, sąnaudos, pelnas","Pardavimo pajamos","Statyba","tūkst. EUR","1155144"
